group_rank,plan_signature,row_count,same_floor_plan_count,similar_floor_plan_count,other_count,buildings,units,assessed_value_min,assessed_value_max,value_delta_pct_min,value_delta_pct_max
137,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:317500,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,308,316500,316500,0.2034,0.2034
138,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:322500,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,408,322000,322000,0.2243,0.2243
139,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:347500,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,308,347000,347000,0.3194,0.3194
140,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:352500,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,408,353500,353500,0.3441,0.3441
141,stack:10|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,110V,10000,10000,-0.9620,-0.9620
142,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:235000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,310,234500,234500,-0.1084,-0.1084
143,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,410,248000,248000,-0.0570,-0.0570
144,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,2,0,2,0,2000 Somervale Court SW; 5000 Somervale Court SW,210; 410,260500,261000,-0.0095,-0.0076
145,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:177500,2,0,2,0,5000 Somervale Court SW,211; 311,176500,178500,-0.3289,-0.3213
146,stack:11|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,2,0,2,0,6000 Somervale Court SW,211; 311,280000,280500,0.0646,0.0665
147,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,112,258500,258500,-0.0171,-0.0171
148,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,212,263000,263000,0.0000,0.0000
149,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,312,267500,267500,0.0171,0.0171
150,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,412,272000,272000,0.0342,0.0342
151,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,2,0,2,0,2000 Somervale Court SW; 4000 Somervale Court SW,412,274000,274000,0.0418,0.0418
152,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,112,305500,305500,0.1616,0.1616
153,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:310000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,212,311000,311000,0.1825,0.1825
154,stack:12|sub_property_use:R201|land_use:M-C2|assessed_bucket:317500,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,312,316500,316500,0.2034,0.2034
155,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,113,261000,261000,-0.0076,-0.0076
156,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,213,265500,265500,0.0095,0.0095
157,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,313,270000,270000,0.0266,0.0266
158,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,413,274000,274000,0.0418,0.0418
159,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:290000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,113,290000,290000,0.1027,0.1027
160,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:295000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,213,295000,295000,0.1217,0.1217
161,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,313,300000,300000,0.1407,0.1407
162,stack:13|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,413,305500,305500,0.1616,0.1616
163,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,214,263000,263000,0.0000,0.0000
164,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,2,0,2,0,1000 Somervale Court SW; 3000 Somervale Court SW,314,267500,267500,0.0171,0.0171
165,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:290000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,114,290000,290000,0.1027,0.1027
166,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:295000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,214,295000,295000,0.1217,0.1217
167,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,314,300000,300000,0.1407,0.1407
168,stack:14|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,414,305500,305500,0.1616,0.1616
169,stack:15|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,2,0,2,0,5000 Somervale Court SW,215; 315,247000,248500,-0.0608,-0.0551
170,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,2,0,2,0,2000 Somervale Court SW; 3000 Somervale Court SW,216,267500,267500,0.0171,0.0171
171,stack:16|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,416,274000,274000,0.0418,0.0418
172,stack:17|sub_property_use:R201|land_use:M-C2|assessed_bucket:255000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,117,254000,254000,-0.0342,-0.0342
173,stack:17|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,117,261000,261000,-0.0076,-0.0076
174,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,118,261000,261000,-0.0076,-0.0076
175,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,218,265500,265500,0.0095,0.0095
176,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,2,0,2,0,2000 Somervale Court SW; 3000 Somervale Court SW,118,267500,267500,0.0171,0.0171
177,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,418,274000,274000,0.0418,0.0418
178,stack:18|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,2,0,2,0,3000 Somervale Court SW; 5000 Somervale Court SW,218,279000,279000,0.0608,0.0608
179,stack:19|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,119V,10000,10000,-0.9620,-0.9620
180,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:267500,2,0,2,0,1000 Somervale Court SW; 2000 Somervale Court SW,119,267500,267500,0.0171,0.0171
181,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:282500,2,0,2,0,2000 Somervale Court SW; 3000 Somervale Court SW,119; 219,281500,282500,0.0703,0.0741
182,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:295000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,219,295000,295000,0.1217,0.1217
183,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,319,300000,300000,0.1407,0.1407
184,stack:19|sub_property_use:R201|land_use:M-C2|assessed_bucket:305000,2,0,2,0,4000 Somervale Court SW; 6000 Somervale Court SW,419,305500,305500,0.1616,0.1616
185,stack:20|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,120V,10000,10000,-0.9620,-0.9620
186,stack:21|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,121V,10000,10000,-0.9620,-0.9620
187,stack:22|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,122V,10000,10000,-0.9620,-0.9620
188,stack:23|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,123V,10000,10000,-0.9620,-0.9620
189,stack:23|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,2,0,2,0,5000 Somervale Court SW,223; 323,247000,248500,-0.0608,-0.0551
190,stack:24|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,124V,10000,10000,-0.9620,-0.9620
191,stack:25|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,125V,10000,10000,-0.9620,-0.9620
192,stack:26|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,126V,10000,10000,-0.9620,-0.9620
193,stack:27|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,127V,10000,10000,-0.9620,-0.9620
194,stack:28|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,128V,10000,10000,-0.9620,-0.9620
195,stack:29|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,129V,10000,10000,-0.9620,-0.9620
196,stack:30|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,130V,10000,10000,-0.9620,-0.9620
197,stack:31|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,131V,10000,10000,-0.9620,-0.9620
198,stack:31|sub_property_use:R201|land_use:M-C2|assessed_bucket:237500,2,0,2,0,5000 Somervale Court SW,131; 431,237000,238500,-0.0989,-0.0932
199,stack:32|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,132V,10000,10000,-0.9620,-0.9620
200,stack:33|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,133V,10000,10000,-0.9620,-0.9620
201,stack:34|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,134V,10000,10000,-0.9620,-0.9620
202,stack:35|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,135V,10000,10000,-0.9620,-0.9620
203,stack:36|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,136V,10000,10000,-0.9620,-0.9620
204,stack:37|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,137V,10000,10000,-0.9620,-0.9620
205,stack:38|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,138V,10000,10000,-0.9620,-0.9620
206,stack:39|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,3000 Somervale Court SW; 6000 Somervale Court SW,139V,10000,10000,-0.9620,-0.9620
207,stack:42|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,2,0,5500 Somervale Court SW; 6000 Somervale Court SW,142V; 42V,10000,10000,-0.9620,-0.9620
208,stack:43|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,143V; 43V,10000,10000,-0.9620,-0.9620
209,stack:44|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,144V; 44V,10000,10000,-0.9620,-0.9620
210,stack:45|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,145V; 45V,10000,10000,-0.9620,-0.9620
211,stack:46|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,146V; 46V,10000,10000,-0.9620,-0.9620
212,stack:47|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,147V; 47V,10000,10000,-0.9620,-0.9620
213,stack:48|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,148V; 48V,10000,10000,-0.9620,-0.9620
214,stack:49|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,149V; 49V,10000,10000,-0.9620,-0.9620
215,stack:50|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,150V; 50V,10000,10000,-0.9620,-0.9620
216,stack:51|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,151V; 51V,10000,10000,-0.9620,-0.9620
217,stack:52|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,152V; 52V,10000,10000,-0.9620,-0.9620
218,stack:53|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,153V; 53V,10000,10000,-0.9620,-0.9620
219,stack:54|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,154V; 54V,10000,10000,-0.9620,-0.9620
220,stack:55|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,155V; 55V,10000,10000,-0.9620,-0.9620
221,stack:56|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,156V; 56V,10000,10000,-0.9620,-0.9620
222,stack:57|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,157V; 57V,10000,10000,-0.9620,-0.9620
223,stack:58|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,158V; 58V,10000,10000,-0.9620,-0.9620
224,stack:59|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,159V; 59V,10000,10000,-0.9620,-0.9620
225,stack:60|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,160V; 60V,10000,10000,-0.9620,-0.9620
226,stack:61|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,161V; 61V,10000,10000,-0.9620,-0.9620
227,stack:62|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,162V; 62V,10000,10000,-0.9620,-0.9620
228,stack:63|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,163V; 63V,10000,10000,-0.9620,-0.9620
229,stack:64|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,164V; 64V,10000,10000,-0.9620,-0.9620
230,stack:65|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,165V; 65V,10000,10000,-0.9620,-0.9620
231,stack:66|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,166V; 66V,10000,10000,-0.9620,-0.9620
232,stack:67|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,167V; 67V,10000,10000,-0.9620,-0.9620
233,stack:68|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,168V; 68V,10000,10000,-0.9620,-0.9620
234,stack:69|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,169V; 69V,10000,10000,-0.9620,-0.9620
235,stack:70|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,170V; 70V,10000,10000,-0.9620,-0.9620
236,stack:71|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,171V; 71V,10000,10000,-0.9620,-0.9620
237,stack:72|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,2,0,1,1,5000 Somervale Court SW; 5500 Somervale Court SW,172V; 72V,10000,10000,-0.9620,-0.9620
238,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,5000 Somervale Court SW,101,272000,272000,0.0342,0.0342
239,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:280000,1,0,1,0,5000 Somervale Court SW,201,279000,279000,0.0608,0.0608
240,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,1,0,1,0,5000 Somervale Court SW,401,288500,288500,0.0970,0.0970
241,stack:01|sub_property_use:R201|land_use:M-C2|assessed_bucket:302500,1,0,1,0,1000 Somervale Court SW,301,302000,302000,0.1483,0.1483
242,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:195000,1,0,1,0,5000 Somervale Court SW,102,194000,194000,-0.2624,-0.2624
243,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:197500,1,0,1,0,5000 Somervale Court SW,202,197000,197000,-0.2510,-0.2510
244,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:200000,1,0,1,0,5000 Somervale Court SW,302,199500,199500,-0.2414,-0.2414
245,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:202500,1,0,1,0,5000 Somervale Court SW,402,202500,202500,-0.2300,-0.2300
246,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,1,0,1,0,3000 Somervale Court SW,402,288500,288500,0.0970,0.0970
247,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:295000,1,0,1,0,5500 Somervale Court SW,202,295000,295000,0.1217,0.1217
248,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,1,0,1,0,5500 Somervale Court SW,302,300000,300000,0.1407,0.1407
249,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:302500,1,0,1,0,1000 Somervale Court SW,102,303000,303000,0.1521,0.1521
250,stack:02|sub_property_use:R201|land_use:M-C2|assessed_bucket:307500,1,0,1,0,5500 Somervale Court SW,402,307500,307500,0.1692,0.1692
251,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:195000,1,0,1,0,5000 Somervale Court SW,103,194000,194000,-0.2624,-0.2624
252,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:197500,1,0,1,0,5000 Somervale Court SW,203,197000,197000,-0.2510,-0.2510
253,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:200000,1,0,1,0,5000 Somervale Court SW,303,199500,199500,-0.2414,-0.2414
254,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:202500,1,0,1,0,5000 Somervale Court SW,403,202500,202500,-0.2300,-0.2300
255,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,1,0,1,0,1000 Somervale Court SW,103,275500,275500,0.0475,0.0475
256,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,5500 Somervale Court SW,203,286000,286000,0.0875,0.0875
257,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:287500,1,0,1,0,5500 Somervale Court SW,303,288500,288500,0.0970,0.0970
258,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:292500,1,0,1,0,5500 Somervale Court SW,403,293500,293500,0.1160,0.1160
259,stack:03|sub_property_use:R201|land_use:M-C2|assessed_bucket:300000,1,0,1,0,4000 Somervale Court SW,403,299500,299500,0.1388,0.1388
260,stack:04|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,104,258500,258500,-0.0171,-0.0171
261,stack:04|sub_property_use:R201|land_use:M-C2|assessed_bucket:317500,1,0,1,0,5000 Somervale Court SW,104,316500,316500,0.2034,0.2034
262,stack:04|sub_property_use:R201|land_use:M-C2|assessed_bucket:322500,1,0,1,0,5000 Somervale Court SW,204,322500,322500,0.2262,0.2262
263,stack:04|sub_property_use:R201|land_use:M-C2|assessed_bucket:350000,1,0,1,0,5000 Somervale Court SW,304,350000,350000,0.3308,0.3308
264,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:240000,1,0,1,0,5000 Somervale Court SW,105,241000,241000,-0.0837,-0.0837
265,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:245000,1,0,1,0,5000 Somervale Court SW,205,245000,245000,-0.0684,-0.0684
266,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:247500,1,0,1,0,5000 Somervale Court SW,305,248500,248500,-0.0551,-0.0551
267,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:252500,1,0,1,0,5000 Somervale Court SW,405,252500,252500,-0.0399,-0.0399
268,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,105,258500,258500,-0.0171,-0.0171
269,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,3000 Somervale Court SW,205,263000,263000,0.0000,0.0000
270,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,3000 Somervale Court SW,405,272000,272000,0.0342,0.0342
271,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:325000,1,0,1,0,5500 Somervale Court SW,205,324500,324500,0.2338,0.2338
272,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:332500,1,0,1,0,5500 Somervale Court SW,305,333000,333000,0.2662,0.2662
273,stack:05|sub_property_use:R201|land_use:M-C2|assessed_bucket:340000,1,0,1,0,5500 Somervale Court SW,405,339000,339000,0.2890,0.2890
274,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,1000 Somervale Court SW,106,258500,258500,-0.0171,-0.0171
275,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,1000 Somervale Court SW,206,263000,263000,0.0000,0.0000
276,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,1,0,1,0,2000 Somervale Court SW,206,265500,265500,0.0095,0.0095
277,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,2000 Somervale Court SW,306,270000,270000,0.0266,0.0266
278,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:310000,1,0,1,0,5500 Somervale Court SW,406,310000,310000,0.1787,0.1787
279,stack:06|sub_property_use:R201|land_use:M-C2|assessed_bucket:312500,1,0,1,0,6000 Somervale Court SW,206,312000,312000,0.1863,0.1863
280,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:170000,1,0,1,0,5000 Somervale Court SW,207,169500,169500,-0.3555,-0.3555
281,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:257500,1,0,1,0,3000 Somervale Court SW,107,258500,258500,-0.0171,-0.0171
282,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:262500,1,0,1,0,3000 Somervale Court SW,207,263000,263000,0.0000,0.0000
283,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,3000 Somervale Court SW,407,272000,272000,0.0342,0.0342
284,stack:07|sub_property_use:R201|land_use:M-C2|assessed_bucket:292500,1,0,1,0,5500 Somervale Court SW,407,293500,293500,0.1160,0.1160
285,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:260000,1,0,1,0,5500 Somervale Court SW,108,261000,261000,-0.0076,-0.0076
286,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,5000 Somervale Court SW,208,270000,270000,0.0266,0.0266
287,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:272500,1,0,1,0,5000 Somervale Court SW,308,272000,272000,0.0342,0.0342
288,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:275000,1,0,1,0,5500 Somervale Court SW,408,274000,274000,0.0418,0.0418
289,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:277500,1,0,1,0,5000 Somervale Court SW,408,276500,276500,0.0513,0.0513
290,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:285000,1,0,1,0,5500 Somervale Court SW,308,284000,284000,0.0798,0.0798
291,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:335000,1,0,1,0,2000 Somervale Court SW,208,334500,334500,0.2719,0.2719
292,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:337500,1,0,1,0,3000 Somervale Court SW,208,338500,338500,0.2871,0.2871
293,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:340000,1,0,1,0,1000 Somervale Court SW,208,340500,340500,0.2947,0.2947
294,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:345000,1,0,1,0,3000 Somervale Court SW,308,344500,344500,0.3099,0.3099
295,stack:08|sub_property_use:R201|land_use:M-C2|assessed_bucket:370000,1,0,1,0,3000 Somervale Court SW,408,371000,371000,0.4106,0.4106
296,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:230000,1,0,1,0,4000 Somervale Court SW,210,231000,231000,-0.1217,-0.1217
297,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:242500,1,0,1,0,6000 Somervale Court SW,210,243000,243000,-0.0760,-0.0760
298,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:265000,1,0,1,0,5000 Somervale Court SW,310,265000,265000,0.0076,0.0076
299,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:270000,1,0,1,0,5000 Somervale Court SW,410,269500,269500,0.0247,0.0247
300,stack:10|sub_property_use:R201|land_use:M-C2|assessed_bucket:290000,1,0,1,0,5500 Somervale Court SW,110,290000,290000,0.1027,0.1027
