rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
765,C-OCU-20260225T223244Z-765,S-OCU-20260225T223244Z-765,5500 Somervale Court SW,45V 5500 SOMERVALE CO SW,45V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:45|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285203,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
766,C-OCU-20260225T223244Z-766,S-OCU-20260225T223244Z-766,5500 Somervale Court SW,44V 5500 SOMERVALE CO SW,44V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:44|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284867,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
767,C-OCU-20260225T223244Z-767,S-OCU-20260225T223244Z-767,5500 Somervale Court SW,42V 5500 SOMERVALE CO SW,42V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:42|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285146,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
768,C-OCU-20260225T223244Z-768,S-OCU-20260225T223244Z-768,5500 Somervale Court SW,48V 5500 SOMERVALE CO SW,48V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:48|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283752,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
769,C-OCU-20260225T223244Z-769,S-OCU-20260225T223244Z-769,5500 Somervale Court SW,46V 5500 SOMERVALE CO SW,46V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:46|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200286532,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
770,C-OCU-20260225T223244Z-770,S-OCU-20260225T223244Z-770,5500 Somervale Court SW,61V 5500 SOMERVALE CO SW,61V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:61|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283620,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
771,C-OCU-20260225T223244Z-771,S-OCU-20260225T223244Z-771,5500 Somervale Court SW,50V 5500 SOMERVALE CO SW,50V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:50|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283851,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
772,C-OCU-20260225T223244Z-772,S-OCU-20260225T223244Z-772,5500 Somervale Court SW,53V 5500 SOMERVALE CO SW,53V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:53|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283661,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
773,C-OCU-20260225T223244Z-773,S-OCU-20260225T223244Z-773,5500 Somervale Court SW,57V 5500 SOMERVALE CO SW,57V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:57|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284958,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
774,C-OCU-20260225T223244Z-774,S-OCU-20260225T223244Z-774,5500 Somervale Court SW,49V 5500 SOMERVALE CO SW,49V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:49|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283786,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
775,C-OCU-20260225T223244Z-775,S-OCU-20260225T223244Z-775,5500 Somervale Court SW,52V 5500 SOMERVALE CO SW,52V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:52|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285187,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
776,C-OCU-20260225T223244Z-776,S-OCU-20260225T223244Z-776,5500 Somervale Court SW,56V 5500 SOMERVALE CO SW,56V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:56|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285799,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
777,C-OCU-20260225T223244Z-777,S-OCU-20260225T223244Z-777,5500 Somervale Court SW,47V 5500 SOMERVALE CO SW,47V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:47|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283703,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
778,C-OCU-20260225T223244Z-778,S-OCU-20260225T223244Z-778,5500 Somervale Court SW,51V 5500 SOMERVALE CO SW,51V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:51|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285120,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
779,C-OCU-20260225T223244Z-779,S-OCU-20260225T223244Z-779,5500 Somervale Court SW,54V 5500 SOMERVALE CO SW,54V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:54|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285161,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
780,C-OCU-20260225T223244Z-780,S-OCU-20260225T223244Z-780,5500 Somervale Court SW,58V 5500 SOMERVALE CO SW,58V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:58|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284842,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
781,C-OCU-20260225T223244Z-781,S-OCU-20260225T223244Z-781,5500 Somervale Court SW,55V 5500 SOMERVALE CO SW,55V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:55|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284776,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
782,C-OCU-20260225T223244Z-782,S-OCU-20260225T223244Z-782,5500 Somervale Court SW,59V 5500 SOMERVALE CO SW,59V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:59|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283596,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
783,C-OCU-20260225T223244Z-783,S-OCU-20260225T223244Z-783,5500 Somervale Court SW,60V 5500 SOMERVALE CO SW,60V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:60|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200286516,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
784,C-OCU-20260225T223244Z-784,S-OCU-20260225T223244Z-784,5500 Somervale Court SW,68V 5500 SOMERVALE CO SW,68V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:68|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200287092,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
785,C-OCU-20260225T223244Z-785,S-OCU-20260225T223244Z-785,5500 Somervale Court SW,64V 5500 SOMERVALE CO SW,64V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:64|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285096,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
786,C-OCU-20260225T223244Z-786,S-OCU-20260225T223244Z-786,5500 Somervale Court SW,70V 5500 SOMERVALE CO SW,70V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:70|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285229,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
787,C-OCU-20260225T223244Z-787,S-OCU-20260225T223244Z-787,5500 Somervale Court SW,62V 5500 SOMERVALE CO SW,62V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:62|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284826,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
788,C-OCU-20260225T223244Z-788,S-OCU-20260225T223244Z-788,5500 Somervale Court SW,66V 5500 SOMERVALE CO SW,66V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:66|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283836,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
789,C-OCU-20260225T223244Z-789,S-OCU-20260225T223244Z-789,5500 Somervale Court SW,63V 5500 SOMERVALE CO SW,63V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:63|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284800,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
790,C-OCU-20260225T223244Z-790,S-OCU-20260225T223244Z-790,5500 Somervale Court SW,69V 5500 SOMERVALE CO SW,69V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:69|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200284883,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
791,C-OCU-20260225T223244Z-791,S-OCU-20260225T223244Z-791,5500 Somervale Court SW,65V 5500 SOMERVALE CO SW,65V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:65|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283729,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
